quarter,cc,index
200906,QAT,102.1120631
200906,ROU,94.29925576
200906,RUS,94.11693843
200906,RWA,96.70479236
200906,SAU,94.23962598
200906,SDN,88.55904196
200906,SEN,97.12383369
200906,SGP,96.42462851
200906,SLB,99.00670208
200906,SLE,93.07082859
200906,SLV,99.31416513
200906,SRB,95.577798
200906,SSD,99.14824904
200906,STP,88.27544471
200906,SUR,92.144341
200906,SVK,91.1547
200906,SVN,93.7
200906,SWE,95.5
200906,SWZ,95.50949724
200906,SYC,103.3813705
200906,SYR,94.42586772
200906,TCD,102.2294467
200906,TGO,98.90992249
200906,THA,96.9541786
200906,TJK,93.8
200906,TLS,93.300671
200906,TON,96.49268958
200906,TTO,90.16357647
200906,TUN,96.58809011
200906,TUR,62.6936
200906,TWN,88.73
200906,TZA,92.88688266
200906,UGA,95.36442788
200906,UKR,91.94050502
200906,URY,93.31163826
200906,USA,91
200906,VCT,98.56693169
200906,VEN,76.6452295
200906,VNM,91.25239884
200906,WSM,100.8787929
200906,XKX,95.88014981
200906,YEM,88.95610252
200906,ZAF,73.7
200906,ZMB,92.18144632
200906,ZWE,95.26822954
200907,ABW,100.2087775
200907,AFG,95.22843866
200907,AGO,87.86584972
200907,ALB,94.96429289
200907,ARE,98.68310451
200907,ARG,107.19
200907,ARM,91.79754339
200907,ATG,73.522
200907,AUT,88.5
200907,AZE,94
200907,BDI,91.85305405
200907,BEL,89.8
200907,BEN,99.39905798
200907,BFA,102.8428928
200907,BGD,92.73447264
200907,BGR,97.20568415
200907,BHR,97.82438875
200907,BHS,98.80459618
200907,BIH,97.86004915
200907,BLR,93.2807375
200907,BOL,96.93537403
200907,BRA,69
200907,BRB,94.29870584
200907,BRN,99.55828489
200907,BWA,94.55614763
200907,CAF,96.9700843
200907,CAN,90.6
200907,CHE,100.9
200907,CHL,83
200907,CHN,96.09226428
